asn,count,cone,name
268824,6,0,CONNECTMAX TELECOM
25111,6,0,Coloplast A/S
196755,6,0,Sewan Belgium SA
266364,6,0,RABELO FLORES SERVIÇOS DE MULTIMIDIA EIRELI-IGBWEB
10599,6,0,McKesson Corp.
263947,6,0,VirtualSpace Telecom
28498,6,0,Network Information Center México
18692,6,0,Neuberger Berman
64267,6,0,Sprious LLC
206048,6,0,Giganet - Instalacje Mariusz Zmyslowski
204211,6,0,"Hangzhou Yingyun Network Technology Co., Ltd."
271353,6,0,JJ PowerNet
61173,6,0,Green Web Samaneh Novin PJSC
34924,6,0,"Pankerl - Media, Florian Pankerl"
64404,6,0,Stichting EventInfra
266636,6,0,REDE WORKS TELECOM
267372,6,0,TRINDADEWEB PROVEDOR
40620,6,0,"QIAGEN Redwood City, Inc."
50049,6,0,RedSwitches
397444,6,0,Overkill Interbuzz LLC
266190,6,0,JABOATÃONET SERVIÇOS DE COMUNICAÇÃO MULTIMIDIA LTD
267648,6,0,SPEEDNETMAIS TELECOMUNICAÇÕES LTDA - ME
270764,6,0,Ecxon Datacenter LTDA
198591,6,0,CLUDO Sp. z o.o
262210,6,0,VIETTEL PERÚ S.A.C.
152644,6,0,QINIU Limited
53943,6,0,Paylocity Corporation
264470,6,0,Logic Pro Tecnologia
19528,6,0,"Meridian Parkway Data Center Owner, LLC"
267380,6,0,Via Rapida Internet
27477,6,0,IBM
395092,6,0,Shock Hosting LLC
35967,6,0,Citigroup Inc.
205018,6,0,Irsyad Khoirul Anwar
25655,6,0,Overstock.com
134346,6,0,Gainlot International Co. Ltd
135477,6,0,PT Java Digital Nusantara
63430,6,0,5x5 Telecom
21554,6,0,"Wisconsin CyberLynk Network, Inc."
10411,6,0,Environmental Systems Research Institute
270068,6,0,DESARROLLO DE INFRAESTRUCTURA DE TELECOMUNICACIONES PERU S.A.C. (INFRATEL)
212994,6,0,IOT SYNDESI I.K.E.
11685,6,0,Huntington National Bank
33717,6,0,HiNet (Chunghwa Telecom)
215146,6,0,Roberto Santo
49040,6,0,K and D UNISAT -TV LLC
132329,6,0,Firstsource Solutions Ltd
3917,6,0,Shell Information Technology International B.V.
30030,6,0,"Wal-Mart Stores, Inc."
6364,6,0,"Atlantic.net, Inc."
214036,6,0,"Ultahost, Inc."
18018,6,0,Gamebuilders Inc.
21903,6,0,Arnhem Networks LLC
211612,6,0,Datacamp Limited
51939,6,0,Terra Management Consulting Ltd
54218,6,0,SYSTEM36 L.L.C.
62713,6,0,"PubMatic, Inc."
150345,6,0,Proactivity Group Limited
40459,6,0,Saddleback Communications
58339,6,0,MARIA STYLE LTD
39798,6,0,MivoCloud SRL
268087,6,0,RADIONET TELECOM LTDA
394984,6,0,"Fragomen, Del Rey, Bernsen & Loewy, LLP"
19738,6,0,"Assurant, Inc."
53985,6,0,DODGE & COX
10982,6,0,"TiVo, Inc."
30082,6,0,QS1 Data Systems
273717,6,0,TECNONET SINAL DE INTERNET LTDA
205332,6,0,Broadridge Trading and Connectivity Solutions AB
53243,6,0,Brasil Site Informatica LTDA
16037,6,0,AB Tetra Pak
48254,6,0,20i Limited
52931,6,0,Netvip Telecomunicações Ltda
26057,6,0,Mediaocean LLC
57973,6,0,LLC VK
268365,6,0,"ELETROTEL COMERCIO, SERVIÇO E   PROVEDOR LTDA"
21217,6,0,Infrastructure Switzerland Colo Sarl
49941,6,0,Eurotux Informatica SA
2631,6,0,Discovery Communications
49849,6,0,MG 2002 LTD.
13379,6,0,"Disney Worldwide Services, Inc."
329097,6,0,SI Futures (Pty) Ltd
200329,6,0,Monil Chheda
20645,6,0,PurePeak Ltd.
268085,6,0,Plusnetfoz Provedor de Internet Ltda -ME
212512,6,0,Detai Prosperous Technologies Limited
21639,6,0,Blue Cross Blue Shield Of Louisiana
203346,6,0,Proper Support LLP
5080,6,0,Aramco
10146,6,0,Ford Motor Company
212136,6,0,NUBES llc
22065,6,0,LPL Financial
40391,6,0,CHS COOPERATIVES FOUNDATION
211056,6,0,Amir Hosein Maaref
200478,6,0,Taboola.com ltd
24477,6,0,"NetApp, Inc."
35994,6,0,"Akamai Technologies, Inc."
26558,6,0,Freewheel Media Inc.
263539,6,0,NEW SYSTEM INTERNET
8161,6,0,"Insight Direct USA, Inc."
31404,6,0,LYCATEL DISTRIBUTION UK LIMITED
59019,6,0,"Beijing Kingsoft Cloud Internet Technology Co., Ltd"
200005,6,0,Akamai International B.V.
210644,6,0,Aéza International Limited
40410,6,0,FRIT 
270349,6,0,URANOX TELECOM
63311,6,0,"20C, LLC"
267506,6,0,NETLUX Telecom
36983,6,0,Osiris Trading (PTY) LTD
135530,6,0,Acronis Asia Pte. Ltd
6250,6,0,"NeoNova Network Services, LLC"
137346,6,0,PT Cyber Network Indonesia
266092,6,0,Imax Provedor de Internet
19031,6,0,"CU*Answers, Inc."
400940,6,0,Railway
199391,6,0,One System Integration LTD
133748,6,0,CORETEL NETWORKS (INTERNATIONAL) PTE LTD
35030,6,0,Comfone AG
37342,6,0,"Movitel, SA"
269144,6,0,Canaã Fibra Telecom
38260,6,0,Transaction Network Services AS for Asia Pac
25917,6,0,ROCKWELL AUTOMATION Inc.
151332,6,0,CoinJar Pty Ltd
209974,6,0,ITGLOBAL.COM RUS Ltd
19773,6,0,"Motorola Solutions, Inc."
274672,6,0,INOVANOC SOLUCOES EM SUPORTE LTDA
198018,6,0,trivago N.V.
264403,6,0,CMTECH Com.e Serv.de Informatica Ltda
395505,6,0,"iManage, LLC"
7270,6,0,IDT Corporation
266317,6,0,REVILINK TELECOM
43247,6,0,"""YooMoney"" NBCO LLC"
34300,6,0,Internet-Cosmos LLC
44786,6,0,Adobe Systems Software Ireland Ltd
28539,6,0,JOSE MIGUEL MACIAS CONTRERAS
9374,6,0,EDION Corporation
266361,6,0,JARBAS PASCHOAL BRAZIL JUNIOR INFORMATICA
10690,6,0,NETSCOUT SYSTEMS INC.
131584,6,0,"Taiwan Intelligent Fiber Optic Network Co.,Ltd."
43896,6,0,EVO CLOUD LLC
40089,6,0,Bullhorn Inc.
4977,6,0,"Vencore Services and Solutions, Inc."
131657,6,0,"Hong Da Storage Equipment Co., Ltd."
22056,6,0,Sitel
133299,6,0,Yalamanchili Software Exports Ltd
3842,6,0,"InMotion Hosting, Inc."
269898,6,0,SOFTBUTTERFLY SAC
60781,6,0,LeaseWeb Netherlands B.V.
32808,6,0,Utah Broadband LLC
197477,6,0,Moritz Mantel trading as Nerdscave
201612,6,0,nic.at GmbH
209002,6,0,Blackberry Capital Limited LLC
213151,6,0,Christian Elsen
133012,6,0,Cocoa Oriental Network Limited
270409,6,0,MARCIO ISAIAS DA SILVA EIRELI
197155,6,0,Artnet Sp. z o.o.
57483,6,0,Ian Chilton
264158,6,0,E QUARESMA NETO PROVEDORES EIRELI - ME
31942,6,0,HyperFiber
56229,6,0,LightsUp Network Solution Sdn. Bhd.
269520,6,0,NAFIBRA AMAMBAI INTERNET LTDA
22024,6,0,"Splunk, Inc."
47181,6,0,Trancom Ltd
210562,6,0,WURZELLOS LLC
212250,6,0,Horizon Scope Mobile Telecom WLL
214380,6,0,Tim de Boer trading as tim427.net
216050,6,0,Lietparkas UAB
26978,6,0,"Quality Technology Services, LLC"
46186,6,0,Gilead Sciences
27292,6,0,ResMed Corp.
37308,6,0,Steam Broadcasting and Communications Limited
267027,6,0,REDENET PROVEDOR
207043,6,0,DEDIK SERVICES LIMITED
204890,6,0,Pegasystems Inc.
216071,6,0,SERVERS TECH FZCO
396921,6,0,U.S. Customs and Border Protection
272713,6,0,CDN Star Ltda
46416,6,0,"BankOnIT, L.L.C."
201589,6,0,"""EDGEAM"" LLC"
62631,6,0,Aurus Inc
265178,6,0,FOX TELECOM INTERNET LTDA
200690,6,0,Junxiao Shi
23767,6,0,"Agency for Science, Technology, And Research"
26478,6,0,Novartis Pharmaceuticals
51859,6,0,Mainstream doo Beograd
7246,6,0,Bristol-Myers Squibb Company
268037,6,0,OK NET INFOR LTDA
24680,6,0,JS Company Compnet
18365,6,0,PT Gramedia Asri Media
16751,6,0,Open Text Corporation
36329,6,0,"Intrado Life & Safety, Inc."
270309,6,0,TURBONET - Provedor de Acesso a Internet
20756,6,0,NAMESHIELD SAS
11054,6,0,"LivePerson, Inc."
269181,6,0,NET FIBRA SCM LTDA
14136,6,0,"PC Connection, Inc."
196674,6,0,Speedflow Communications Ltd
132436,6,0,Tahoe Communication Limited
265419,6,0,WA. TELECON COMERCIO E SERVICOS LTDA
33168,6,0,INLAND IMAGING L.L.C.
264938,6,0,Online TELECOM
6949,6,0,"Charles Schwab & Co., Inc."
212237,6,0,Changgong Zhang
142319,6,0,PT Telemedia Komunikasi Pratama
